path,sheet,plate_type,plate_id,rep,frame,U,V,W,phi,time,position,load,moment,angle
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,10,0.248357068925,0.386689323755,0.0491628788766,0.0239893479184,794.7999,4.6864,64.127,4.48889,3.830155017262843
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,11,0.280047814051,0.422518310093,0.0264520567088,0.0262770200414,794.9999,4.8901,67.1807,4.702649,3.996109113439203
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,12,0.297560853618,0.458820764508,0.0624562120509,0.0287844015374,795.2,5.0939,70.2343,4.9164010000000005,4.162077498121286
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,13,0.303685307503,0.461631367604,0.039503436713,0.0288893870477,795.4,4.8901,64.127,4.48889,3.996109113439203
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,14,0.281326136419,0.422714084387,-0.0113641073306,0.0260903404227,795.6,4.6864,58.0197,4.061379,3.830155017262843
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,15,0.241241083259,0.385569380862,0.0352454244026,0.0235581221502,795.8,4.4826,51.9123,3.6338610000000005,3.6640550181967524
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,16,0.216605712261,0.348345596166,0.016378554826,0.0209899169526,796.0008,4.2789,46.8229,3.2776029999999996,3.4979748721616275
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,17,0.194458690428,0.313716195879,0.018396278932,0.018459372932,796.2005,4.0751,41.7334,2.921338,3.331754276659698
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,18,0.159472465515,0.272801690158,0.0283851879871,0.01603388059,796.4,3.8714,38.6798,2.707586,3.16555911806949
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,19,0.139589944056,0.237759023905,0.0239449126557,0.0134986698007,796.6,3.6676,33.5903,2.351321,2.9992289925446114
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,20,0.115294457192,0.199275885309,0.0285011529922,0.0110534194059,796.8,3.5148,30.5367,2.137569,2.874488853932721
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,21,0.0956401211165,0.161514217655,-0.00276745165077,0.00887463281729,797,3.311,27.483,1.92381,2.7080719936653392
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,22,0.0650486115898,0.123642443191,0.0227018192056,0.00651269286339,797.2,3.1073,24.4293,1.7100510000000002,2.54169108511608
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,23,0.0420962538393,0.082647818185,-0.00690690215145,0.00415552094845,797.4001,2.9035,22.3936,1.5675519999999998,2.3751855608073145
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,24,0.0161376752492,0.0447436485972,-0.0010021031873,0.00178219793209,797.6,2.6488,18.322,1.28254,2.1670383888334275
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,25,-0.0114480338192,0.00161455958594,-0.00472054089464,-5.47880481463e-4,797.8,2.496,15.2683,1.068781,2.0421386084398288
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,26,-0.03272110685,-0.0394186787307,-0.0154941452312,-0.00286001951567,798.0001,2.2923,12.2147,0.855029,1.87560281835925
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,27,-0.0587921431732,-0.0819765850902,8.69446138538e-4,-0.00513455861559,798.2001,2.0885,9.161,0.64127,1.7089535413408548
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,28,-0.0795172765141,-0.124510205927,-0.0224477883783,-0.00746432013277,798.4001,1.9866,9.161,0.64127,1.625617878844813
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,29,-0.0651540777513,-0.103182324341,-0.0062042745939000004,-0.00592302169562,798.6001,2.1904,15.2683,1.068781,1.7922819716841512
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,30,-0.040522066965,-0.0607155031037,0.00790115532332,-0.00335739144967,798.8001,2.3941,19.3399,1.353793,1.958833974565848
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,31,-0.0152053735884,-0.015223267089,0.00557368011436,-8.47932888151e-4,799.0001,2.5979,23.4114,1.638798,2.1254346056325906
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,32,0.011507185043,0.0257618509765,-0.0103513739027,0.00155865256342,799.2001,2.8016,27.483,1.92381,2.291917567220961
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,33,0.0341181079192,0.0673375807348,0.00769763173802,0.00392369616644,799.4001,3.0054,30.5367,2.137569,2.4584435166825647
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,34,0.0610168388202,0.108570385547,0.0127088593408,0.0062947788808,799.6001,3.2092,34.6082,2.4225739999999996,2.6249279166399115
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,35,0.0930703928073,0.149779603595,-0.026582323813,0.00877634524589,799.8001,3.4129,38.6798,2.707586,2.7912863154531142
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,36,0.112722360307,0.190711395372,0.0102958689399,0.0112101389095,800.0002,3.5657,43.7692,3.063844,2.9160447759278356
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,37,0.142045736313,0.23031557103,0.0170806358968,0.0134687529699,800.2001,3.8204,47.8408,3.348856,3.1239406797344347
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,38,0.162245850478,0.265125122099,0.0101860703102,0.0159308223852,800.4002,3.9732,49.8766,3.491362,3.2486227439533244
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,39,0.188800156826,0.304323101328,0.0203647625943,0.018348029859,800.6002,4.2279,54.966,3.84762,3.456384363392551
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,40,0.213571273145,0.340216256323,0.0352074977543,0.0207977810254,800.8002,4.3808,58.0197,4.061379,3.581063242945595
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,41,0.235645084864,0.374654666299,0.0197176584708,0.0231963634668,801.0002,4.5845,62.0912,4.346384,3.747112901796053
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,42,0.269604462953,0.410935491323,0.0414814072705,0.0255419661601,801.2002,4.7883,65.1449,4.560143,3.9131810203046373
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,43,0.291678336405,0.443614214659,0.0427066827459,0.0278978937616,801.4002,4.992,69.2165,4.845155,4.079101877033727
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,44,0.315976388398,0.470425712211,0.0391065306252,0.0297482791578,801.6002,4.9411,66.1628,4.6313960000000005,4.037648339275253
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,45,0.278094535782,0.428211859294,0.0340031293176,0.026904703251,801.8002,4.7373,60.0555,4.2038850000000005,3.871629315369205
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,46,0.254374095372,0.393639872471,0.0398657580926,0.0243143839318,802.0002,4.5336,54.966,3.84762,3.7056266640886117
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,47,0.226616828215,0.357375641664,0.0277874458226,0.0217207869781,802.2002,4.3298,48.8587,3.420109,3.5394801512373664
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,48,0.20214273958,0.323805289609,0.00467439013578,0.0192487647846,802.4003,4.1261,44.7871,3.135097,3.373355583050339
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,49,0.176806313651,0.286008875994,0.0224885387967,0.016764897321,802.6004,3.9223,39.6977,2.778839,3.2070926178822723
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,50,0.147294694469,0.250864221227,0.0238135425995,0.0142864595123,802.8003,3.7185,34.6082,2.4225739999999996,3.0407755671694443
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,51,0.118582675854,0.211332793037,0.0414585833039,0.0117832555303,803.0003,3.5657,31.5546,2.208822,2.9160447759278356
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,52,0.0966852995611,0.174288597845,0.0120755067273,0.00951198262296,803.2003,3.311,27.483,1.92381,2.7080719936653392
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,53,0.0661982702357,0.133603916991,0.0132609040787,0.00698694748627,803.4003,3.1582,24.4293,1.7100510000000002,2.5832700224045277
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,54,0.0468387839695,0.0953311143177,0.00711754137384,0.00489753300679,803.6003,2.9545,22.3936,1.5675519999999998,2.4168566681041757
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,55,0.0296881121716,0.0558659923928,0.00227971904955,0.00246073131538,803.8003,2.6998,20.3578,1.425046,2.2087216154506377
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,56,0.00918510365522,0.0163592121431,0.00705458232689,1.42700546088e-4,804.0003,2.5469,16.2862,1.1400340000000002,2.0837468370954926
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,57,-0.0141738658948,-0.0231679931638,0.00988996241774,-0.00210876466839,804.2003,2.3432,14.2504,0.997528,1.9172194082760583
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,58,-0.0467168555728,-0.0692358829436,0.0201483710359,-0.00449608100046,804.4004,2.1394,11.1968,0.7837759999999999,1.7505777951422177
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,59,-0.0651162238348,-0.113772793895,-0.00226668340786,-0.0067967436986,804.6004,1.9357,8.1431,0.5700170000000001,1.5839883397250258
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,60,-0.0833895703157,-0.136695876008,-0.00203744948625,-0.00791284956393,804.8004,1.9357,8.1431,0.5700170000000001,1.5839883397250258
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,61,-0.0820804440549,-0.134263847555,-0.00477656927181,-0.00773587547952,805.0004,1.9357,8.1431,0.5700170000000001,1.5839883397250258
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,62,-0.0662344619632,-0.10867633706,-0.0043856675537,-0.00612815640246,805.2004,2.1904,15.2683,1.068781,1.7922819716841512
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,63,-0.0427845310242,-0.061881766078,0.0065396657391,-0.00360506427075,805.4004,2.3432,19.3399,1.353793,1.9172194082760583
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,64,-0.0153848228178,-0.00938398435357,0.00784888231595,-9.4761839968e-4,854.4002,2.5979,23.4114,1.638798,2.1254346056325906
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,65,0.00863196297238,0.0321162508002,0.0123043438597,0.00147128586347,854.5994,2.8016,25.4472,1.7813039999999998,2.291917567220961
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,66,0.0317525263166,0.0722786876417,0.0135036420875,0.0038401655121,854.8003,3.0054,30.5367,2.137569,2.4584435166825647
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,67,0.0609496555158,0.111850925145,0.00108486548838,0.00626992491917,854.9998,3.2092,35.6261,2.493827,2.6249279166399115
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,68,0.0846770256758,0.151588141918,0.00692285564063,0.00864442074228,855.1995,3.4129,38.6798,2.707586,2.7912863154531142
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,69,0.111871659046,0.18949936827,0.0124137913365,0.0110263370776,855.4007,3.6167,41.7334,2.921338,2.957679260773829
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,70,0.137881857299,0.227573163453,0.00526482128494,0.013411466254,855.6003,3.7695,46.8229,3.2776029999999996,3.0824005557747824
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,71,0.164719423368,0.266263449476,0.00675833848349,0.0159217191062,855.8003,3.9732,50.8944,3.5626079999999996,3.2486227439533244
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,72,0.188056419293,0.303390607947,0.0233348794281,0.0182475153179,855.9995,4.2279,53.9481,3.7763669999999996,3.456384363392551
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,73,0.212808843879,0.341028505848,0.0340878417095,0.0206514427527,856.1995,4.3808,57.0018,3.990126,3.581063242945595
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,74,0.242485230877,0.377538300696,0.0288131064957,0.023028205548,856.3995,4.6355,62.0912,4.346384,3.7886766989460443
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,75,0.269287925391,0.414019323531,0.0321658072727,0.0254897791005,856.6003,4.7883,66.1628,4.6313960000000005,3.9131810203046373
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,76,0.297262249958,0.448266906398,0.027301889179,0.027896486134,856.7995,4.992,71.2522,4.987654,4.079101877033727
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,77,0.300844849575,0.45057111127,0.0216794916916,0.0280445205669,857.0004,4.8392,63.1091,4.417637,3.954647141289524
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,78,0.271208089022,0.413222940195,0.0280609186739,0.0253034966687,857.2004,4.5845,58.0197,4.061379,3.747112901796053
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,79,0.241414978391,0.375734293745,0.0315631236881,0.0226732613075,857.3996,4.3808,51.9123,3.6338610000000005,3.581063242945595
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,80,0.2132908191,0.340169099115,0.0263512257841,0.0201270194458,857.5996,4.2279,46.8229,3.2776029999999996,3.456384363392551
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,81,0.184252883707,0.303536339885,0.0308872051537,0.0176377592697,857.7996,4.0242000000000004,41.7334,2.921338,3.290231034558765
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,82,0.159476110623,0.267173107181,0.0134177523266,0.0152290098458,858.0004,3.8204,36.644,2.56508,3.1239406797344347
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,83,0.130547813716,0.22826840764,0.0130889579831,0.0127056173182,858.2004,3.6167,32.5724,2.2800680000000004,2.957679260773829
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,84,0.105304644221,0.188778005186,0.00272645177098,0.0103021617092,858.3996,3.4129,28.5009,1.995063,2.7912863154531142
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate #6_Data,long,6,1,85,0.0785010570572,0.149373529213,7.43461130436e-4,0.0078921545563,858.5996,3.2092,25.4472,1.7813039999999998,2.6249279166399115
